Customer_ID,Customer_Name,Customer_Segment,Account_Type,Tenure_Years,Region,Is_Premium,Monthly_Txn_Count,Credit_Score_Band
CUST00041,Beth Monroe,Retail,Current,10.8,Central,1,7,Excellent
CUST00042,John Ruiz,Premium,Salary,12.2,West,0,23,Good
CUST00043,Jennifer Sutton,Retail,NRI,5.6,East,0,24,Good
CUST00044,Brandon Williams,Retail,Savings,1.9,South,1,5,Excellent
CUST00045,Dean Ward,Retail,NRI,14.1,North,1,5,Very Good
CUST00046,Gary Klein,Premium,Salary,6.3,South,1,17,Good
CUST00047,Robin Dennis,SME,Business,8.0,West,0,30,Very Good
CUST00048,Alex Phillips,Retail,NRI,12.6,North,0,9,Excellent
CUST00049,Haley Charles,Corporate,NRI,10.3,West,0,6,Good
CUST00050,Beth Kelly,Retail,Salary,11.2,Central,1,25,Fair
CUST00051,Brittany Stevens,SME,Savings,3.5,South,1,19,Excellent
CUST00052,Wendy Wong,Premium,Salary,8.4,Central,0,16,Good
CUST00053,Caleb Watson,Premium,NRI,10.6,East,0,21,Very Good
CUST00054,Dawn Hunt,Retail,Current,3.8,Central,0,2,Very Good
CUST00055,Holly White,SME,Current,3.0,West,1,10,Good
CUST00056,Jacqueline Pacheco,Premium,NRI,14.7,West,0,16,Very Good
CUST00057,Daniel Flores,Retail,Savings,8.0,West,1,37,Good
CUST00058,Judy Baker,Retail,NRI,4.3,Central,0,15,Good
CUST00059,Sabrina Salazar,Retail,Current,14.9,North,0,13,Very Good
CUST00060,Samantha Barber,Corporate,Business,14.5,North,0,13,Poor
CUST00061,Matthew Castro,SME,NRI,8.6,East,0,32,Fair
CUST00062,David Weiss,Retail,NRI,13.3,West,0,45,Excellent
CUST00063,Brandon Smith,Premium,Business,3.2,East,0,47,Fair
CUST00064,Charles Price,Premium,Savings,4.5,East,1,46,Excellent
CUST00065,Lindsay Johnston,Corporate,Salary,10.7,West,0,8,Excellent
CUST00066,Deborah Lopez,Corporate,Current,12.8,Central,0,43,Fair
CUST00067,Dr. Michelle Huang,Corporate,Current,12.9,South,0,18,Good
CUST00068,Cory Johnson,Corporate,Salary,6.4,West,0,36,Very Good
CUST00069,Jason Schultz,Corporate,Salary,13.4,South,0,26,Poor
CUST00070,Joseph Jimenez,Retail,Salary,12.8,South,1,10,Poor
CUST00071,Daniel Sanchez,Retail,Salary,14.1,Central,0,31,Poor
CUST00072,Amanda Rose,SME,Current,11.9,West,0,33,Fair
CUST00073,Angela Murphy,Retail,NRI,10.2,West,0,29,Fair
CUST00074,John Sanders,Corporate,NRI,8.9,West,1,5,Good
CUST00075,Kendra Baker,Retail,Business,5.9,South,0,13,Poor
CUST00076,Deborah White,Premium,NRI,14.1,Central,0,1,Good
CUST00077,Erin Garrett,Retail,Savings,14.6,North,0,23,Poor
CUST00078,Gregory Hall,Corporate,Savings,4.6,West,1,40,Fair
CUST00079,Jasmine Gordon,Retail,Salary,4.9,North,1,3,Very Good
CUST00080,Amber Fritz,Corporate,Business,7.5,South,1,3,Very Good
CUST00081,Regina Lopez,Retail,Current,7.0,South,0,7,Very Good
CUST00082,David Kennedy,Premium,NRI,14.9,East,0,36,Very Good
CUST00083,Gloria Leonard,Retail,NRI,3.1,Central,0,35,Excellent
CUST00084,Holly White,Corporate,Current,0.8,East,0,15,Poor
CUST00085,Rachel Washington,SME,Savings,7.7,North,1,40,Very Good
CUST00086,Nicole Hernandez,Retail,Salary,3.1,South,1,3,Excellent
CUST00087,Ebony Oneill,SME,Business,5.8,West,0,29,Excellent
CUST00088,Michael Carter,Corporate,Savings,11.3,West,0,30,Excellent
CUST00089,Brian Logan,Retail,Business,11.0,Central,1,39,Good
CUST00090,William Foster,Premium,Salary,5.0,North,1,18,Good
CUST00091,Gavin Bradley,Retail,NRI,8.4,East,0,11,Excellent
CUST00092,Melissa Fleming,Retail,Salary,7.9,North,1,43,Very Good
CUST00093,Ashley Choi,SME,Savings,9.7,North,0,49,Poor
CUST00094,Gregory Reynolds,Corporate,NRI,4.1,Central,1,38,Fair
CUST00095,Melissa Jackson,SME,Salary,9.1,East,0,40,Good
CUST00096,Sean Smith,Corporate,NRI,14.7,West,0,1,Very Good
CUST00097,Bryan Marquez,Corporate,NRI,7.6,West,1,29,Very Good
CUST00098,Daniel Johns,Retail,Business,13.6,South,0,10,Fair
CUST00099,John Cummings,Premium,Business,6.8,East,1,28,Fair
CUST00100,Joshua Arnold,Premium,Savings,5.6,South,1,31,Very Good
CUST00101,Amanda Collins,Retail,Salary,9.9,Central,0,19,Fair
CUST00102,Anthony Rocha,SME,Current,10.2,North,0,3,Very Good
CUST00103,John Mosley,Premium,Salary,13.0,West,0,36,Fair
CUST00104,Janet Baxter,Retail,NRI,3.8,North,0,43,Fair
CUST00105,Richard Rowe,Retail,Savings,7.7,North,0,15,Very Good
CUST00106,Emily Brown,Retail,Savings,8.8,West,0,33,Excellent
CUST00107,Kari Baxter,Retail,Current,11.6,West,0,41,Very Good
CUST00108,Jennifer Harris,SME,NRI,1.1,East,0,43,Poor
CUST00109,Judith Clark,Premium,NRI,14.9,West,0,45,Fair
CUST00110,Ann Carter,Premium,Savings,7.3,South,1,26,Good
CUST00111,Melissa Williams,Corporate,Savings,4.6,West,0,16,Fair
CUST00112,Lauren Benson,Retail,Current,13.3,North,0,36,Poor
CUST00113,Bruce Vasquez,SME,Current,11.3,North,0,33,Good
CUST00114,Patrick Smith,SME,Business,14.3,East,0,20,Good
CUST00115,James Jones,SME,Savings,5.3,North,0,13,Very Good
CUST00116,David Johnson,Corporate,Current,8.5,South,1,33,Excellent
CUST00117,Terrence Lopez,Retail,NRI,8.8,East,0,5,Very Good
CUST00118,Clinton Ryan,Premium,Business,14.7,West,0,37,Good
CUST00119,Martin Allen,SME,Savings,1.6,West,0,14,Good
CUST00120,Susan Owens,Corporate,Current,4.9,West,1,27,Excellent
CUST00121,Jessica Garcia,Retail,Savings,3.3,North,0,23,Fair
CUST00122,Thomas Hardy,Corporate,Business,4.4,North,1,14,Excellent
CUST00123,Tracy Abbott,Retail,Salary,7.5,Central,0,40,Very Good
CUST00124,Craig Stevens,Retail,Savings,5.9,South,1,4,Fair
CUST00125,Ronald Barajas,Premium,Savings,6.2,West,0,39,Very Good
CUST00126,Brianna Villa,Corporate,Savings,12.7,South,0,19,Excellent
CUST00127,Kayla Smith,Corporate,Savings,14.0,West,0,47,Fair
CUST00128,Erin Sanchez,Premium,Current,1.5,East,0,4,Excellent
CUST00129,Samantha Hampton,Retail,Salary,3.5,South,0,30,Poor
CUST00130,Melissa Deleon,Retail,NRI,10.2,South,0,19,Good
CUST00131,Erin Carney,Retail,Savings,5.7,North,0,31,Fair
CUST00132,Connie Williams,Corporate,NRI,4.2,Central,0,31,Good
CUST00133,Jessica Atkinson,Retail,Current,4.8,North,0,9,Poor
CUST00134,John Day,Retail,Salary,5.2,South,0,13,Fair
CUST00135,Michael Cordova,Retail,Business,12.8,East,0,14,Good
CUST00136,Carl Schaefer,Retail,Business,2.5,North,0,46,Good
CUST00137,Jennifer Cannon,Retail,Business,10.8,Central,0,10,Fair
CUST00138,Renee Parker,Retail,Business,8.5,West,1,48,Good
CUST00139,Brittany Craig,Retail,Business,4.8,South,0,31,Good
CUST00140,Darryl Anderson,SME,Salary,6.6,North,1,37,Fair
CUST00141,Nancy Jones,Premium,Savings,4.2,North,0,23,Good
CUST00142,Meredith Jordan,Retail,Business,9.4,East,0,27,Good
CUST00143,Chelsea Mitchell,SME,Savings,1.7,South,1,6,Very Good
CUST00144,Jacob Cooper,SME,NRI,0.6,West,1,26,Very Good
CUST00145,Matthew Choi,Corporate,Savings,9.6,East,1,2,Poor
CUST00146,Laura Wright,Premium,NRI,3.3,South,0,45,Very Good
CUST00147,Ashley Harris,Retail,Savings,1.5,South,0,13,Very Good
CUST00148,Charles Williams,Corporate,NRI,6.3,North,1,50,Poor
CUST00149,Karen Wood,Corporate,Savings,1.2,Central,0,19,Good
CUST00150,Joanna Yoder,SME,Savings,13.4,South,1,1,Good
CUST00151,William Miller,SME,Salary,0.9,West,0,40,Very Good
CUST00152,Mr. Mike Hicks,SME,NRI,8.9,North,0,32,Poor
CUST00153,Andrea Rodgers,Retail,Savings,6.9,Central,0,22,Good
CUST00154,Dr. Timothy Booker,Retail,Salary,10.2,North,0,48,Excellent
CUST00155,Marissa Rodriguez,Corporate,Salary,5.3,West,0,29,Fair
CUST00156,Tyler Mitchell,Corporate,NRI,2.7,East,0,2,Fair
CUST00157,Glenn Barron,Retail,Savings,14.7,West,0,40,Fair
CUST00158,Gwendolyn Guzman,Retail,Salary,12.7,North,0,38,Very Good
CUST00159,Andrew Wilson,SME,Business,13.0,Central,0,48,Fair
CUST00160,Mr. Kevin Clark,Retail,Business,4.1,North,0,11,Fair
CUST00161,Dr. Thomas Nichols,Retail,Business,1.1,North,0,17,Excellent
CUST00162,Joe Dennis,Corporate,Savings,4.9,West,0,43,Good
CUST00163,Ms. Kelly Sanders,Premium,Business,8.3,South,0,8,Excellent
CUST00164,Douglas Hamilton,SME,Current,5.2,South,0,22,Very Good
CUST00165,Megan Wilson,Retail,NRI,12.5,East,0,4,Fair
CUST00166,Meredith Allen,Premium,Current,4.4,South,1,11,Good
CUST00167,Mrs. Valerie Coleman,Retail,Current,14.5,South,0,8,Fair
CUST00168,Robin Young,Retail,Business,7.1,North,0,9,Fair
CUST00169,David Scott,SME,NRI,12.7,North,0,26,Very Good
CUST00170,Kari Coleman,Retail,Salary,3.3,West,0,2,Fair
CUST00171,Robert Robinson,SME,Current,6.5,North,0,16,Poor
CUST00172,Janet Munoz,Corporate,Salary,10.6,North,0,31,Good
CUST00173,Hannah Gonzalez,Premium,Salary,2.5,East,1,6,Good
CUST00174,Ashley Harrison,Premium,Savings,2.4,South,0,21,Poor
CUST00175,Matthew Mcmillan,Premium,NRI,14.6,North,1,26,Very Good
CUST00176,Ronald Martinez,Retail,NRI,10.9,South,1,19,Fair
CUST00177,Paul Santos,SME,Current,1.1,North,1,28,Fair
CUST00178,Stacey Barr,Premium,Savings,6.3,South,0,8,Good
CUST00179,Andrea Jones,Corporate,Savings,6.8,South,0,14,Very Good
CUST00180,Peter Mitchell,Premium,Savings,11.3,North,0,24,Very Good
CUST00181,Margaret Davis,SME,NRI,4.1,West,0,48,Very Good
CUST00182,Jeff Burke,Premium,NRI,3.2,Central,0,44,Fair
CUST00183,Brittany Jones,SME,Business,1.7,North,1,37,Very Good
CUST00184,Christopher Flores,Retail,NRI,6.7,East,0,26,Poor
CUST00185,Reginald Perry,Corporate,NRI,10.5,East,0,31,Excellent
CUST00186,Alexander Patton,SME,Savings,1.3,Central,1,32,Very Good
CUST00187,Bobby Lindsey,SME,Salary,13.8,South,0,50,Excellent
CUST00188,Lisa Pearson MD,Retail,Current,6.9,Central,0,41,Fair
CUST00189,Samantha Moreno,Retail,Salary,4.0,South,1,2,Very Good
CUST00190,Shannon Carter,Corporate,Current,1.9,Central,0,25,Good
CUST00191,Sarah Sanchez,Retail,Business,3.2,West,0,44,Fair
CUST00192,Gilbert Hudson,Premium,NRI,14.1,West,0,2,Poor
CUST00193,Bryan Jackson,SME,Current,9.8,North,0,42,Poor
CUST00194,Heather Moore,Corporate,Current,8.0,South,0,1,Excellent
CUST00195,Peter Gilbert,Retail,Current,10.0,South,0,36,Excellent
CUST00196,Brian Carroll,Retail,Current,6.8,North,0,12,Good
CUST00197,April Simmons,SME,NRI,11.1,East,0,9,Good
CUST00198,Kristina Drake,Retail,Salary,1.2,East,0,36,Poor
CUST00199,Jacob Bray,Corporate,Current,8.7,South,0,41,Very Good
CUST00200,Morgan Ward,Retail,Savings,2.8,North,0,28,Poor
CUST00201,Nicholas Schaefer,Retail,Current,2.2,West,1,38,Poor
CUST00202,John Gonzales,Retail,NRI,5.5,East,0,33,Good
CUST00203,Marisa Bowen,Retail,Savings,1.8,North,0,42,Excellent
CUST00204,James Burton,Retail,NRI,1.9,West,0,46,Good
CUST00205,Patrick Scott,Premium,Business,5.0,South,1,22,Good
CUST00206,Laura Quinn,Retail,NRI,14.7,West,0,25,Good
CUST00207,Michelle Ryan,Retail,Savings,3.0,South,0,18,Poor
CUST00208,Zachary Valenzuela,Retail,Salary,0.7,North,0,6,Very Good
CUST00209,James Alvarez,Retail,Savings,11.6,East,0,18,Poor
CUST00210,Linda Mitchell,SME,Salary,12.2,Central,1,16,Fair
CUST00211,Nathaniel Davis,Corporate,Savings,5.5,East,1,15,Good
CUST00212,Annette Clay,Retail,Current,7.2,North,0,48,Good
CUST00213,Timothy Jordan,Corporate,NRI,9.9,North,0,8,Fair
CUST00214,Janice Montgomery,Retail,Business,1.2,South,0,13,Good
CUST00215,Christopher Tran,Retail,Salary,14.3,West,0,43,Good
CUST00216,Sara Dennis,SME,Salary,13.4,East,0,7,Good
CUST00217,Michael Smith,SME,Current,4.3,Central,0,17,Fair
CUST00218,Julia Brown,Retail,Current,0.7,West,1,50,Poor
CUST00219,Janet Thomas,Premium,Savings,14.0,North,1,32,Good
CUST00220,Judith Williamson,SME,Salary,7.8,Central,0,22,Very Good
CUST00221,Carl Richards,SME,NRI,8.3,Central,0,13,Fair
CUST00222,Amy White,Retail,Savings,10.4,South,0,47,Excellent
CUST00223,Cindy Lopez,Retail,Current,9.4,East,0,23,Fair
CUST00224,Richard Miller,SME,Salary,14.2,North,1,29,Poor
CUST00225,Donna Mitchell,SME,Business,14.2,Central,0,22,Fair
CUST00226,Chad Allen DDS,Premium,Business,13.1,East,1,1,Excellent
CUST00227,Megan Goodman,Corporate,Salary,9.7,West,0,29,Very Good
CUST00228,Traci Curry,Retail,NRI,12.1,South,1,48,Excellent
CUST00229,Christina Merritt,Premium,Salary,10.3,East,0,5,Fair
CUST00230,Angela Jackson,SME,NRI,8.8,South,0,35,Excellent
CUST00231,Jody Gaines,SME,Current,2.4,East,0,10,Fair
CUST00232,Linda Carlson MD,Retail,NRI,12.3,West,0,19,Very Good
CUST00233,Amy Huynh,Retail,NRI,12.4,North,0,37,Very Good
CUST00234,Ms. Nicole Rivers MD,Retail,Salary,9.6,East,1,7,Poor
CUST00235,Patricia Russell,SME,Salary,12.4,North,1,46,Very Good
CUST00236,Elizabeth White,SME,Business,9.9,Central,1,35,Good
CUST00237,Anna Freeman,Premium,Current,3.5,Central,0,45,Excellent
CUST00238,Nicholas Foster,Corporate,Savings,4.5,West,1,13,Excellent
CUST00239,Mrs. Elizabeth Willis DDS,Corporate,Salary,3.6,West,0,10,Fair
CUST00240,Gabrielle Cooper,Premium,Current,6.0,Central,1,2,Very Good
CUST00241,Jeffrey Christensen,Premium,Current,1.1,South,0,6,Poor
CUST00242,Peter Rivera,Retail,Business,9.5,Central,0,8,Poor
CUST00243,Michaela Carrillo,SME,Salary,5.4,Central,0,36,Poor
CUST00244,Tiffany Daniels,Retail,Salary,10.0,North,0,25,Good
CUST00245,William Cox,Retail,Current,6.1,South,0,44,Very Good
CUST00246,Edward Gallagher,SME,Salary,10.4,North,0,47,Poor
CUST00247,William Wilson,SME,Business,5.4,Central,0,40,Good
CUST00248,Jason Olson,Retail,Business,4.3,North,0,7,Excellent
CUST00249,Ms. Stacie Henry MD,SME,Business,7.7,East,1,46,Fair
CUST00250,Cynthia Meyers,Retail,Salary,10.5,South,0,23,Very Good
CUST00251,Joshua Forbes,Corporate,Salary,5.6,West,1,19,Very Good
CUST00252,Jessica Smith,Corporate,Business,14.1,South,0,46,Excellent
CUST00253,Wayne Ramos,SME,NRI,1.1,Central,0,22,Very Good
CUST00254,Kristen Wood,Corporate,Savings,6.6,North,1,13,Very Good
CUST00255,Kara Porter,Retail,Current,14.5,North,1,21,Very Good
CUST00256,Amanda Smith,SME,NRI,8.4,South,0,1,Very Good
CUST00257,Samantha Evans,Retail,Savings,6.6,East,1,19,Good
CUST00258,Tyler Martin,Premium,Salary,8.7,West,0,33,Good
CUST00259,Joy Miller,Premium,Current,8.9,East,0,4,Fair
CUST00260,Shannon Turner,Retail,NRI,11.1,South,0,42,Very Good
CUST00261,Ryan Johns,SME,Current,2.4,South,0,3,Excellent
CUST00262,Janet Wallace,Premium,Salary,4.1,West,0,27,Poor
CUST00263,Anthony Boyd,Premium,Savings,8.9,South,1,41,Fair
CUST00264,John Best,Corporate,Savings,13.1,North,0,35,Poor
CUST00265,Matthew Gonzalez,Retail,Savings,8.6,South,0,28,Poor
CUST00266,Tammy Thompson,Retail,NRI,4.0,Central,1,6,Very Good
CUST00267,Kari Barker,Corporate,Savings,10.4,West,1,6,Excellent
CUST00268,Kristine Jones,SME,NRI,11.2,East,0,44,Poor
CUST00269,Megan Knight,Retail,NRI,4.0,South,0,23,Poor
CUST00270,Tanya Green,SME,Business,6.0,East,0,33,Fair
CUST00271,Andrew Acosta,Retail,NRI,8.2,East,0,16,Excellent
CUST00272,Alexander Bryant,Retail,Current,7.7,North,0,24,Excellent
CUST00273,Lynn Ramsey,Retail,Savings,6.1,Central,0,5,Poor
CUST00274,Dr. Kelly Romero,SME,NRI,4.8,West,0,41,Excellent
CUST00275,Debbie Moore,Retail,Salary,1.9,East,0,42,Fair
CUST00276,Garrett Campbell,Retail,NRI,1.3,North,0,13,Fair
CUST00277,Laura Malone,SME,NRI,14.4,South,0,47,Fair
CUST00278,Steven Trujillo,Retail,Business,12.8,East,0,12,Very Good
CUST00279,Nicholas Abbott,Retail,Current,5.6,East,0,5,Poor
CUST00280,Julia Guzman,SME,Salary,14.4,South,0,37,Excellent
CUST00281,Michelle Murphy,Retail,Business,10.3,South,1,31,Fair
CUST00282,Kim Bradley,SME,Current,7.5,Central,1,28,Poor
CUST00283,Jared Rodriguez,Retail,NRI,7.6,North,1,28,Poor
CUST00284,Regina Mccarty DDS,Retail,Salary,1.7,South,1,30,Very Good
CUST00285,Aaron Guerrero,SME,Current,1.8,South,0,18,Excellent
CUST00286,Angela Wallace,Retail,Business,9.2,Central,0,44,Excellent
CUST00287,Brandon Horn,Corporate,NRI,8.5,West,1,27,Fair
CUST00288,Shannon Webb,Premium,NRI,3.6,Central,0,35,Fair
CUST00289,Hannah Thompson,Retail,Savings,14.2,East,0,26,Poor
CUST00290,James Flores,Retail,Business,11.8,South,1,39,Excellent
CUST00291,Jeffery Nguyen,Retail,Salary,2.1,West,0,49,Excellent
CUST00292,Eric Atkins,Corporate,NRI,14.0,North,1,18,Fair
CUST00293,Joe Logan,Retail,Savings,14.6,North,0,33,Good
CUST00294,Justin Payne,Corporate,Current,14.9,West,0,25,Poor
CUST00295,Timothy Walker,Retail,NRI,1.3,North,0,31,Excellent
CUST00296,Megan Schwartz,Retail,Current,11.2,South,0,37,Very Good
CUST00297,Julie Crawford,Retail,NRI,8.4,North,0,2,Very Good
CUST00298,Jeremy Chase,Retail,Current,10.7,South,0,33,Good
CUST00299,Jeremy Wagner,Retail,Business,14.5,South,1,39,Fair
CUST00300,Angela Glover,Premium,Current,10.5,South,0,43,Fair
CUST00301,Terry Stokes,Retail,Current,12.6,North,0,43,Fair
CUST00302,Randy Brown,Retail,NRI,13.1,South,0,32,Very Good
CUST00303,Anna Lee,Retail,NRI,12.7,Central,0,18,Fair
CUST00304,Crystal Johnson,SME,Current,6.7,Central,0,17,Very Good
CUST00305,Amy Moore,Corporate,Business,3.7,South,0,34,Good
CUST00306,Kayla Scott,Retail,Salary,6.3,South,0,39,Poor
CUST00307,Robin Mata,Premium,Savings,13.4,Central,0,7,Excellent
CUST00308,Sabrina Phillips,Retail,Current,2.6,North,0,42,Good
CUST00309,Megan Little DVM,SME,Business,7.9,West,0,35,Very Good
CUST00310,Mary Rice,Corporate,Current,3.9,West,1,30,Good
CUST00311,Carrie Anderson,Retail,Savings,8.9,East,1,12,Excellent
CUST00312,Kathleen Stephens,Retail,Salary,13.0,South,0,35,Poor
CUST00313,William Miller,Retail,Salary,13.3,South,0,11,Excellent
CUST00314,Charles Baker Jr.,Premium,Current,3.9,South,1,44,Very Good
CUST00315,Bianca Taylor,Premium,Savings,13.7,West,0,4,Excellent
CUST00316,Billy Lee,Corporate,Current,9.1,South,1,25,Good
CUST00317,Shirley Gordon,Corporate,NRI,5.6,Central,0,48,Fair
CUST00318,Cameron Brooks,Retail,Salary,10.8,South,0,32,Good
CUST00319,Lisa Coleman,Retail,Business,7.5,East,0,20,Very Good
CUST00320,Mariah Obrien,Retail,Business,6.0,East,0,50,Poor
CUST00321,Garrett Black,Retail,Business,10.7,Central,0,31,Excellent
CUST00322,Darryl Ortega III,Premium,Savings,4.1,West,0,4,Poor
CUST00323,Jeffrey Oliver,Retail,Savings,5.3,South,0,38,Very Good
CUST00324,Theresa Lopez,Retail,Salary,6.8,East,0,47,Excellent
CUST00325,Joseph Fox,Premium,Savings,4.2,West,0,1,Good
CUST00326,Brittany Bradford,Corporate,NRI,6.4,North,0,3,Good
CUST00327,Lori Spears,SME,Salary,8.8,East,0,37,Very Good
CUST00328,Luis Lopez,SME,Salary,11.2,West,0,22,Excellent
CUST00329,Calvin Moore,Corporate,NRI,11.6,West,0,17,Good
CUST00330,Lisa Lewis,Retail,NRI,12.4,South,0,14,Very Good
CUST00331,Melissa Shelton,Retail,NRI,11.3,West,1,41,Very Good
CUST00332,Judith Rodriguez,Premium,Current,10.4,West,0,35,Poor
CUST00333,Theresa Nguyen,Corporate,Business,3.9,West,1,13,Good
CUST00334,Elizabeth Cruz,Corporate,Business,6.3,Central,0,35,Excellent
CUST00335,Kara Benson,Retail,Salary,7.4,Central,0,43,Good
CUST00336,Jamie Butler,Retail,NRI,1.7,West,0,2,Good
CUST00337,Madeline Tanner,Corporate,Savings,8.2,South,0,47,Good
CUST00338,Sarah Perez,Retail,NRI,6.8,West,1,13,Very Good
CUST00339,Hannah Collins,Corporate,Salary,12.1,North,0,16,Fair
CUST00340,Eric Lyons,Premium,Business,14.7,West,0,18,Fair
CUST00341,Sarah Ramirez,Retail,Current,8.6,West,0,7,Poor
CUST00342,John Gallegos,Premium,NRI,5.2,North,0,45,Good
CUST00343,Tiffany Hansen,Retail,Business,1.1,East,1,36,Fair
CUST00344,Zachary Hughes,Retail,Salary,13.9,Central,0,41,Poor
CUST00345,Kenneth Lara,Premium,Salary,13.8,Central,0,30,Very Good
CUST00346,Robert Clements,SME,Business,4.2,South,0,42,Good
CUST00347,Betty Allen,Corporate,Business,10.6,Central,0,41,Excellent
CUST00348,Christopher Phillips,Retail,NRI,1.6,South,0,7,Very Good
CUST00349,Jeanne Banks,Retail,Savings,2.9,East,1,15,Poor
CUST00350,Matthew Martinez,Premium,NRI,3.6,West,0,40,Very Good
CUST00351,Danielle Hill,Corporate,Current,4.8,West,1,19,Excellent
CUST00352,Tiffany Miller,Retail,Business,14.9,East,0,43,Very Good
CUST00353,Angela Lee,Retail,Current,10.6,West,0,37,Poor
CUST00354,Jason Jones,SME,Current,6.1,East,0,2,Excellent
CUST00355,Cole Hansen,SME,Savings,11.2,West,0,42,Excellent
CUST00356,Ms. Kerri Little,Retail,NRI,13.8,Central,0,48,Very Good
CUST00357,Claudia Perez,SME,Salary,14.4,Central,0,13,Excellent
CUST00358,Dana Cox,Retail,Current,1.3,West,0,40,Very Good
CUST00359,Beverly Ward,Corporate,Current,6.2,North,0,41,Good
CUST00360,Jennifer Anderson,SME,Current,2.0,East,0,43,Excellent
CUST00361,Melinda Burnett,Corporate,Current,5.4,South,1,43,Very Good
CUST00362,Kyle Frank,Retail,Salary,3.0,West,0,31,Good
CUST00363,Michael Schneider,SME,NRI,9.9,South,1,16,Excellent
CUST00364,Stephanie Sosa,Retail,Savings,6.1,South,1,42,Good
CUST00365,Donna Liu,Corporate,Current,3.8,South,0,44,Excellent
CUST00366,Dennis Oconnell,Premium,Business,4.4,North,0,6,Poor
CUST00367,Joshua Mcknight,Corporate,Salary,5.7,North,1,28,Poor
CUST00368,Jose Young,Retail,Savings,4.3,Central,1,32,Very Good
CUST00369,Daniel Joseph,Premium,Business,7.1,East,0,44,Fair
CUST00370,Richard Porter,Premium,Business,1.0,West,0,10,Poor
CUST00371,Crystal Smith,SME,Business,4.6,West,0,50,Fair
CUST00372,Nicholas Moreno,SME,Current,6.5,West,1,18,Good
CUST00373,Christina Shaw,SME,NRI,9.2,West,0,4,Good
CUST00374,Tammy Kaiser,Corporate,Current,4.4,East,1,9,Fair
CUST00375,George Hoffman,Premium,Business,2.4,West,0,7,Very Good
CUST00376,Gina Mcdaniel,Retail,Savings,1.6,West,0,50,Excellent
CUST00377,Rebecca Allen,Retail,Current,14.1,East,0,8,Fair
CUST00378,Jessica Ashley,Retail,Savings,6.5,Central,0,43,Fair
CUST00379,Dana Ford,Retail,Current,8.9,North,0,7,Fair
CUST00380,Marissa Hayes,Retail,NRI,13.8,West,0,41,Fair
CUST00381,Paul Williams,SME,NRI,1.7,North,0,40,Fair
